"","AGT_CD","N_POLICY","N_VIT","AVG_ANP","AVG_ANP_RIDER","AVG_N_RIDER","AVG_ANP_BASIC","N_POLICY_CAT1_CAT2","N_POLICY_CAT1","N_POLICY_CAT2","N_POLICY_CAT3","N_ACCIDENT","N_CI","N_DISABILITY","N_ENDOWMENT","N_INCOME","N_MEDICAL","N_OTHERMED","N_PAYOR","N_SAVERS","N_NA"
"1750",2560,20,11,342.8,30.1425,6.65,312.6575,0,3,12,5,20,13,20,1,16,16,0,23,25,0
"1751",2562,28,13,516.119285714286,9.33464285714286,4.92857142857143,506.784642857143,0,2,19,7,6,25,27,0,0,26,2,23,27,0
"1752",2563,38,20,455.055,100.376842105263,5.44736842105263,354.678157894737,2,4,17,15,0,28,37,2,29,31,1,42,40,0
"1753",2564,194,27,516.468453608248,111.37206185567,4.61340206185567,405.096391752577,19,11,95,69,80,184,154,4,85,141,16,74,196,0
"1754",2565,85,8,104.506235294118,8.30164705882353,1.37647058823529,96.2045882352941,0,1,8,76,3,0,60,0,1,35,0,24,11,0
"1755",2566,28,2,285.135714285714,48.7039285714286,3.71428571428571,236.431785714286,0,0,17,11,3,20,16,0,0,31,1,20,24,0
"1756",2567,56,2,155.985892857143,22.7142857142857,2.76785714285714,133.271607142857,0,0,20,36,23,24,43,0,1,38,0,4,18,0
"1757",2568,33,0,188.896060606061,78.2545454545455,4.66666666666667,110.641515151515,0,0,15,18,26,20,23,0,15,28,0,6,20,0
"1758",2569,80,26,302.7375,32.70525,4.1125,270.03225,2,10,44,24,10,50,60,0,39,55,1,64,69,0
"1759",2570,53,3,330.415094339623,48.3577358490566,1.86792452830189,282.057358490566,0,3,21,29,22,12,24,6,0,27,1,18,24,0
"1760",2571,73,12,317.166301369863,123.294794520548,2.52054794520548,193.871506849315,6,10,4,53,11,17,56,1,1,27,0,37,27,0
"1761",2572,126,2,204.254206349206,25.8903174603175,1.83333333333333,178.363888888889,0,10,69,47,8,27,74,0,11,72,0,36,32,0
"1762",2573,11,0,108.93,20.8809090909091,2.18181818181818,88.0490909090909,0,0,1,10,2,2,7,0,1,6,0,7,2,0
"1763",2574,79,2,197.778227848101,49.5669620253164,3.10126582278481,148.211265822785,0,2,28,49,27,20,47,1,12,64,4,26,24,0
"1764",2575,29,3,1130.73103448276,437.666206896552,2.13793103448276,693.064827586207,0,8,4,17,0,1,22,0,2,11,0,13,11,0
"1765",2576,85,1,198.459529411765,42.2081176470588,2.30588235294118,156.251411764706,0,0,60,25,20,19,23,0,12,100,8,30,46,0
"1766",2577,70,6,118.681,9.62371428571429,0.8,109.057285714286,0,0,43,27,0,4,21,0,1,56,1,10,10,0
"1767",2578,49,3,276.915306122449,36.0536734693878,2.69387755102041,240.861632653061,0,3,22,24,28,13,24,0,3,29,10,22,26,0
"1768",2579,58,2,275.013275862069,68.0044827586207,3.3448275862069,207.008793103448,1,5,31,21,2,5,37,0,20,46,1,10,52,0
"1769",2580,276,14,251.026521739131,26.3969202898551,1.18115942028985,224.629601449276,0,20,51,205,191,68,66,4,21,41,7,57,75,0
"1770",2581,28,4,342.331071428571,36.6810714285714,4.67857142857143,305.65,0,7,10,11,4,17,26,0,4,17,0,31,32,0
"1771",2583,30,1,539.645333333333,147.841666666667,3.53333333333333,391.803666666667,2,7,11,10,0,8,24,1,0,23,0,4,22,0
"1772",2585,18,10,375.360555555556,86.6183333333333,3.22222222222222,288.742222222222,0,2,11,5,18,11,9,0,5,11,6,3,5,0
"1773",2587,53,19,362.519056603774,86.2069811320754,4.94339622641509,276.312075471698,4,7,17,25,8,26,50,5,13,36,15,43,70,0
"1774",2588,4,0,192.725,102,2,90.725,0,0,0,4,0,0,0,0,0,2,0,0,0,0
"1775",2589,75,9,207.131466666667,68.6154666666667,3,138.516,0,2,17,56,5,9,48,0,11,65,0,33,31,0
"1776",2590,44,3,493.740909090909,187.871136363636,3.81818181818182,305.869772727273,3,8,30,3,0,19,35,2,0,38,1,26,59,0
"1777",2592,57,6,1214.35789473684,274.624561403509,2.29824561403509,939.733333333334,11,5,22,19,14,18,23,0,0,45,19,18,27,0
"1778",2593,16,1,512.63875,153.405,2.3125,359.23375,0,0,0,16,0,0,5,5,0,8,0,6,5,0
"1779",2594,12,6,545.028333333333,174.953333333333,4.16666666666667,370.075,2,2,2,6,0,8,12,0,0,7,0,3,7,0
"1780",2595,49,8,114.599591836735,9.35918367346939,1.30612244897959,105.240408163265,0,3,1,45,0,3,28,0,1,21,0,23,1,0
"1781",2596,53,23,1116.56981132075,24.5207547169811,4.39622641509434,1092.04905660377,6,3,30,14,6,36,53,0,4,33,16,38,47,0
"1782",2597,157,19,205.879872611465,39.082101910828,2.32484076433121,166.797770700637,3,5,54,95,76,61,66,2,5,65,4,68,106,0
"1783",2598,7,4,217.998571428571,2.53571428571429,3.71428571428571,215.462857142857,0,0,7,0,0,8,6,0,3,4,0,4,4,0
"1784",2600,45,2,739.531777777778,221.770222222222,3.06666666666667,517.761555555556,0,3,28,14,8,15,22,1,1,57,6,19,26,0
"1785",2603,60,0,112.1185,29.9418333333333,1.41666666666667,82.1766666666666,0,0,18,42,34,12,15,0,0,28,0,12,26,0
"1786",2605,19,2,232.122105263158,46.8994736842105,2.89473684210526,185.222631578947,1,0,9,9,0,10,17,0,1,10,1,7,11,0
"1787",2608,21,2,210.037619047619,14.2152380952381,2.33333333333333,195.822380952381,0,0,17,4,6,5,9,0,5,18,0,9,9,0
"1788",2611,21,0,278.134285714286,9.04904761904762,3.28571428571429,269.085238095238,0,0,15,6,2,11,12,0,6,23,0,9,13,0
"1789",2614,19,0,143.927894736842,44.9605263157895,2.63157894736842,98.9673684210526,0,0,5,14,0,1,17,0,0,15,0,6,7,0
"1790",2615,35,2,266.082285714286,9.04885714285714,3.48571428571429,257.033428571428,0,0,15,20,25,16,19,0,11,25,0,19,14,0
"1791",2616,29,0,240.771379310345,90.5631034482758,4.79310344827586,150.208275862069,0,0,20,9,0,0,28,1,0,40,0,26,26,0
"1792",2617,130,8,300.133923076923,48.1754615384615,5.17692307692308,251.958461538462,11,5,88,26,98,79,91,2,68,130,10,92,140,0
"1793",2618,36,0,211.625555555556,6.26361111111111,3.44444444444444,205.361944444444,0,0,28,8,18,11,25,0,2,36,1,21,21,0
"1794",2619,121,5,249.867851239669,60.986694214876,2.69421487603306,188.881157024793,2,1,46,72,53,45,60,0,0,76,0,53,85,0
"1795",2620,112,39,558.664553571429,101.685714285714,4.71428571428571,456.978839285714,4,11,57,40,22,70,97,13,29,76,26,101,116,0
"1796",2621,36,1,328.193055555556,98.1711111111111,5.02777777777778,230.021944444444,0,2,22,12,0,25,32,3,0,29,2,41,56,0
"1797",2622,136,3,413.094558823529,140.764117647059,3.91176470588235,272.330441176471,1,5,100,30,31,60,91,12,0,141,19,86,141,0
"1798",2623,34,10,274.801176470588,26.6876470588235,4.67647058823529,248.113529411765,0,4,18,12,8,3,28,0,17,31,10,28,40,0
"1799",2624,19,1,196.723157894737,42.9936842105263,2.21052631578947,153.729473684211,0,4,1,14,1,1,13,0,0,7,0,13,5,0
"1800",2625,81,6,161.383827160494,23.9140740740741,1.49382716049383,137.46975308642,0,4,44,33,16,7,29,0,10,87,0,7,14,0
"1801",2626,20,1,338.1455,5.576,2.5,332.5695,0,11,8,1,8,2,13,0,2,10,0,10,12,0
"1802",2628,41,5,277.923902439024,26.9358536585366,2.34146341463415,250.988048780488,0,1,36,4,1,19,13,0,0,55,6,16,14,0
"1803",2630,7,3,479.301428571429,223.892857142857,3.71428571428571,255.408571428571,1,0,0,6,0,1,2,0,0,0,0,1,1,0
"1804",2632,40,4,429.81925,37.59125,4.825,392.228,0,7,19,14,5,26,37,4,17,25,0,38,46,0
"1805",2638,3,1,216.693333333333,8.29333333333333,3.66666666666667,208.4,0,0,3,0,0,2,2,0,0,4,0,2,2,0
"1806",2639,10,2,547.066,247.455,3.2,299.611,1,1,0,8,0,1,7,3,0,3,0,5,5,0
"1807",2640,11,8,403.375454545455,51.8181818181818,3.72727272727273,351.557272727273,2,0,3,6,0,7,6,0,0,4,6,7,11,0
"1808",2642,2,0,349.51,19.675,0.5,329.835,0,0,2,0,0,0,0,0,0,3,0,0,0,0
"1809",2644,25,2,245.1576,46.64,4.64,198.5176,0,0,17,8,0,13,16,0,11,35,1,22,24,0
"1810",2645,27,17,553.91037037037,50.012962962963,4.62962962962963,503.897407407407,0,8,14,5,2,11,35,0,14,14,4,13,22,0
"1811",2646,6,4,294.448333333333,80.95,6,213.498333333333,0,1,4,1,6,3,5,0,3,6,1,5,8,0
"1812",2647,46,2,207.25847826087,32.0060869565217,2.02173913043478,175.252391304348,0,0,20,26,31,9,23,0,0,30,0,12,20,0
"1813",2648,14,6,448.148571428571,41.7,3.07142857142857,406.448571428571,0,1,11,2,0,10,10,0,0,14,1,0,10,0
"1814",2650,31,2,197.810322580645,31.4516129032258,2.32258064516129,166.358709677419,0,0,15,16,16,5,15,0,3,19,3,7,18,0
"1815",2651,12,2,133.183333333333,15.5166666666667,1.41666666666667,117.666666666667,0,1,4,7,7,2,5,0,0,3,0,1,7,0
"1816",2652,5,3,399.36,160.56,11,238.8,0,0,5,0,14,11,5,0,5,5,0,5,10,0
"1817",2655,25,6,206.5788,79.8488,3.28,126.73,1,0,4,20,2,6,22,0,0,14,0,11,14,0
"1818",2656,41,0,226.82,45.0658536585366,1.46341463414634,181.754146341463,0,0,27,14,10,5,8,0,3,45,7,5,10,0
"1819",2657,11,7,279.411818181818,2.95545454545455,6,276.456363636364,0,1,8,2,7,9,11,0,8,9,1,10,11,0
"1820",2659,16,0,227.08875,39.91125,2.5,187.1775,0,1,10,5,20,5,6,0,5,11,1,1,1,0
"1821",2661,1,0,201.6,0,6,201.6,0,0,1,0,0,1,1,0,1,1,0,1,1,0
"1822",2662,6,1,247.76,15.085,3.16666666666667,232.675,0,1,4,1,1,1,3,0,2,8,0,4,3,0
"1823",2663,24,6,162.593333333333,14.9608333333333,1.66666666666667,147.6325,0,1,16,7,1,6,11,0,2,24,2,5,1,0
"1824",2664,60,8,432.536,45.531,4.98333333333333,387.005,0,18,33,9,60,29,50,0,26,45,2,50,47,0
"1825",2665,60,1,210.815833333333,66.0288333333333,3.65,144.787,0,2,22,36,2,7,46,0,3,59,0,57,40,0
"1826",2667,61,1,130.441639344262,11.1777049180328,0.868852459016393,119.263934426229,0,0,27,34,32,9,8,0,2,40,2,6,7,0
"1827",2669,76,9,244.001710526316,24.9464473684211,2.44736842105263,219.055263157895,0,0,66,10,0,13,34,2,0,113,5,25,35,0
"1828",2670,47,8,181.584255319149,31.5531914893617,3.61702127659574,150.031063829787,0,1,14,32,23,18,37,0,4,27,0,23,22,0
"1829",2671,21,4,350.256190476191,98.1757142857143,5.76190476190476,252.080476190476,0,4,12,5,19,17,18,0,1,21,0,18,17,0
"1830",2673,26,1,250.402692307692,31.805,3.23076923076923,218.597692307692,0,2,13,11,7,17,18,2,6,9,2,12,18,0
"1831",2674,10,0,194.577,61.475,3.1,133.102,0,0,9,1,2,8,4,0,3,11,0,3,6,0
"1832",2675,12,2,186.444166666667,19.155,0.583333333333333,167.289166666667,0,0,3,9,7,0,3,0,0,5,0,0,1,0
"1833",2677,29,3,233.345517241379,62.8524137931035,1.06896551724138,170.493103448276,0,1,19,9,5,0,4,3,0,38,0,4,4,0
"1834",2678,12,1,439.306666666667,101.171666666667,3.08333333333333,338.135,1,1,7,3,0,3,8,1,2,12,1,6,9,0
"1835",2682,1,1,54.73,3.68,2,51.05,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"1836",2684,1,0,856.8,526.8,5,330,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1837",2685,13,5,396.125384615385,180.95,2.23076923076923,215.175384615385,0,2,8,3,0,6,7,0,1,4,0,4,11,0
"1838",2687,3,0,1029.48,12.06,1.66666666666667,1017.42,0,0,1,2,0,0,2,0,0,2,0,0,2,0
"1839",2690,44,1,446.480681818182,38.815,3,407.665681818182,1,3,36,4,0,18,27,0,0,51,4,19,29,0
"1840",2691,58,2,311.596896551724,29.3155172413793,4.18965517241379,282.281379310345,0,3,40,15,2,31,43,2,27,64,0,47,42,0
"1841",2692,36,10,208.836944444444,13.6469444444444,1.44444444444444,195.19,2,4,9,21,15,6,17,0,2,10,2,7,13,0
"1842",2693,133,7,219.49022556391,50.9288721804511,3.51127819548872,168.561353383459,0,4,55,74,22,28,103,0,54,115,0,21,72,0
"1843",2694,22,0,407.509090909091,217.418181818182,10.8636363636364,190.090909090909,0,0,19,3,68,36,23,0,20,22,2,24,44,0
"1844",2695,49,5,290.821020408163,78.3742857142857,5.20408163265306,212.446734693878,1,5,20,23,0,32,42,0,0,58,0,50,32,0
"1845",2696,40,0,144.31175,10.15475,1.8,134.157,0,0,24,16,15,11,10,0,7,33,4,10,11,0
"1846",2698,56,9,256.848035714286,24.0189285714286,3.30357142857143,232.829107142857,1,4,23,28,2,29,47,0,3,56,0,22,12,0
"1847",2700,118,13,760.16779661017,227.632881355932,3,532.534915254237,0,15,71,32,28,47,72,9,28,93,2,53,79,0
"1848",2701,42,8,152.627142857143,40.8280952380952,2.73809523809524,111.799047619048,0,0,11,31,0,4,35,0,3,22,0,26,15,0
"1849",2702,127,3,295.097795275591,61.7625196850393,4.17322834645669,233.335275590551,0,13,90,24,58,41,85,1,46,124,1,66,144,0
"1850",2703,37,1,216.07,34.1764864864865,3.08108108108108,181.893513513514,1,3,7,26,0,30,33,0,0,25,0,6,11,0
"1851",2704,52,3,374.125961538462,121.325384615385,5.61538461538461,252.800576923077,2,6,28,16,23,25,52,1,13,58,0,42,48,0
"1852",2705,41,4,313.861219512195,49.8512195121951,1.51219512195122,264.01,0,3,24,14,11,5,10,1,0,39,5,9,13,0
"1853",2706,75,0,295.6292,82.5010666666667,4.48,213.128133333333,1,0,55,19,37,39,45,0,36,73,6,47,83,0
"1854",2709,97,15,845.134536082475,225.827113402062,2.65979381443299,619.307422680413,14,10,41,32,12,50,59,12,0,54,15,54,52,0
"1855",2711,132,10,199.856742424242,50.8129545454545,3.9469696969697,149.043787878788,0,2,64,66,64,66,76,10,56,80,27,76,125,0
"1856",2712,154,70,287.880194805195,47.9242857142857,2.35714285714286,239.955909090909,5,4,71,74,62,64,72,8,1,88,14,66,79,0
"1857",2713,12,5,786.59,444.826666666667,4.41666666666667,341.763333333333,2,0,7,3,2,8,15,0,3,8,0,5,8,0
"1858",2714,232,1,222.522844827586,47.1384913793104,2.64224137931034,175.384353448276,1,27,134,70,230,16,104,0,73,175,10,91,42,0
"1859",2715,70,10,470.945428571429,127.296428571429,4.25714285714286,343.649,6,5,30,29,26,45,51,3,9,36,2,57,76,0
"1860",2716,30,15,618.932333333333,439.806,4.76666666666667,179.126333333333,1,1,4,24,0,8,17,1,2,26,0,14,14,0
"1861",2717,61,24,313.580491803279,46.0167213114754,2.78688524590164,267.563770491803,1,5,43,12,7,32,38,4,4,53,2,28,30,0
"1862",2718,46,2,188.893913043478,10.5836956521739,2.10869565217391,178.310217391304,0,0,23,23,19,16,16,0,0,37,1,19,19,0
"1863",2719,15,0,261.18,7.754,2.13333333333333,253.426,0,6,2,7,0,0,15,0,0,2,0,7,8,0
"1864",2720,86,8,360.294418604651,36.8829069767442,2.12790697674419,323.411511627907,7,14,37,28,19,30,39,0,2,58,6,32,42,0
"1865",2722,227,9,191.883039647577,55.4614977973568,2.20264317180617,136.42154185022,0,2,118,107,67,54,100,3,31,154,3,68,148,0
"1866",2723,39,2,426.820512820513,76.2297435897436,5.02564102564103,350.590769230769,2,3,19,15,2,30,30,3,17,40,3,41,39,0
"1867",2725,28,2,283.753571428571,49.5039285714286,4,234.249642857143,0,0,24,4,0,15,18,0,9,35,3,15,23,0
"1868",2726,56,8,344.693571428571,96.0653571428571,4.23214285714286,248.628214285714,0,9,19,28,9,2,52,3,17,36,0,44,38,0
"1869",2727,40,10,307.55525,76.81325,1.6,230.742,0,5,12,23,19,4,16,5,0,18,0,11,21,0
"1870",2728,53,22,836.06320754717,200.334716981132,5.18867924528302,635.728490566038,3,18,18,14,11,36,60,0,10,29,3,62,63,0
"1871",2730,38,12,285.221842105263,59.66,3.18421052631579,225.561842105263,0,3,7,28,8,7,33,2,4,23,0,21,15,0
"1872",2734,5,5,294.88,0,4.8,294.88,0,0,5,0,0,4,5,0,0,5,0,5,5,0
"1873",2735,64,5,221.740625,9.556875,0.96875,212.18375,0,2,21,41,39,8,12,0,0,35,9,0,11,0
"1874",2736,1,0,204,12,9,192,0,0,1,0,2,1,1,0,1,1,0,1,2,0
"1875",2739,92,36,173.960108695652,16.836847826087,1.93478260869565,157.123260869565,0,25,0,67,0,0,90,0,0,1,0,82,0,0
"1876",2741,5,0,106.044,27.358,2.8,78.686,0,0,3,2,6,0,2,0,2,5,1,1,0,0
"1877",2742,4,0,2134.05,0,3,2134.05,0,4,0,0,0,0,4,0,0,0,0,4,4,0
"1878",2744,6,1,173.483333333333,57.5833333333333,2.16666666666667,115.9,0,0,0,6,0,1,3,1,0,2,0,2,1,0
"1879",2747,3,1,850.256666666667,272.876666666667,4.33333333333333,577.38,0,1,2,0,0,2,3,1,1,2,0,1,4,0
"1880",2752,20,0,148.568,31.2315,2.1,117.3365,0,0,4,16,0,0,11,1,0,12,0,11,5,0
"1881",2754,4,0,120.875,30.6,3,90.275,0,0,2,2,0,0,4,0,2,2,0,0,2,0
"1882",2755,6,0,245.916666666667,112.2,4.16666666666667,133.716666666667,0,2,0,4,0,0,2,0,0,0,0,0,0,0
"1883",2756,13,0,127.567692307692,7.69,1.38461538461538,119.877692307692,0,0,2,11,0,0,7,0,0,10,0,4,1,0
"1884",2758,4,0,197.205,13.2,3.25,184.005,0,0,3,1,0,1,3,0,1,3,0,1,2,0
"1885",2761,116,8,167.529482758621,38.9200862068966,0.956896551724138,128.609396551724,1,3,60,52,29,32,32,2,0,74,3,6,15,0
"1886",2762,26,3,460.108461538462,148.59,4.96153846153846,311.518461538462,2,0,9,15,9,26,30,0,11,13,0,21,27,0
"1887",2763,17,0,280.32,86.0823529411765,3.23529411764706,194.237647058824,1,1,2,13,0,9,14,0,1,6,0,8,5,0
"1888",2765,30,8,352.650666666667,101.066333333333,2.7,251.584333333333,0,0,0,30,0,0,22,16,0,5,0,24,17,0
"1889",2766,30,9,412.872666666667,80.6893333333333,5.63333333333333,332.183333333333,0,3,20,7,26,18,27,5,4,24,0,27,46,0
"1890",2769,303,16,250.418613861386,92.5892739273928,3.69306930693069,157.829339933993,3,6,150,144,55,40,232,3,183,228,0,25,392,0
"1891",2770,71,16,292.943098591549,78.0264788732394,2.53521126760563,214.91661971831,0,7,6,58,0,2,50,8,1,27,0,36,23,0
"1892",2771,27,0,285.183333333333,54.4385185185185,3.51851851851852,230.744814814815,2,4,7,14,6,16,17,0,5,13,1,20,25,0
"1893",2772,3,0,157.883333333333,72.9866666666667,3,84.8966666666667,0,0,0,3,0,0,1,0,0,1,0,1,0,0
"1894",2776,13,3,359.745384615385,81.9646153846154,4,277.780769230769,1,6,2,4,0,2,14,1,0,4,0,14,14,0
"1895",2777,52,6,311.085576923077,47.9073076923077,2.90384615384615,263.178269230769,2,11,18,21,11,25,35,0,0,20,2,36,32,0
"1896",2778,93,26,384.341827956989,6.00322580645161,4.48387096774194,378.338602150538,18,2,43,30,15,66,77,0,0,54,67,79,75,0
"1897",2779,37,2,228.908108108108,8.33864864864865,1.40540540540541,220.569459459459,1,1,13,22,18,8,12,0,0,20,3,0,10,0
"1898",2780,36,6,262.451111111111,96.5869444444444,5.44444444444444,165.864166666667,0,0,33,3,36,18,27,0,19,41,0,17,47,0
"1899",2782,46,4,173.397391304348,29.7976086956522,3,143.599782608696,0,1,39,6,22,20,13,0,10,50,21,0,4,0
"1900",2783,19,2,162.871052631579,49.6442105263158,2.36842105263158,113.226842105263,0,0,3,16,4,1,14,0,2,9,0,7,4,0
"1901",2784,19,8,327.574736842105,21.7315789473684,4.63157894736842,305.843157894737,0,2,13,4,10,14,18,0,0,16,0,7,23,0
"1902",2785,111,4,328.445315315315,56.4281081081081,2.02702702702703,272.017207207207,0,33,12,66,0,1,97,0,6,36,0,29,48,0
"1903",2787,8,4,330.4325,23.55625,1,306.87625,0,1,1,6,0,1,6,0,0,3,0,0,0,0
"1904",2788,18,3,235.366666666667,12.2,1.44444444444444,223.166666666667,0,2,1,15,2,1,16,12,0,1,0,4,4,0
"1905",2789,19,0,267.732105263158,66.6510526315789,6.31578947368421,201.081052631579,0,0,13,6,20,12,17,0,14,17,0,14,28,0
"1906",2790,54,15,260.44462962963,57.312962962963,2.46296296296296,203.131666666667,5,1,22,26,17,15,31,11,9,24,4,22,33,0
"1907",2791,49,4,165.77612244898,11.9771428571429,0.714285714285714,153.798979591837,0,3,2,44,0,4,20,0,1,29,0,6,3,0
"1908",2792,13,1,241.928461538462,17.4146153846154,3.15384615384615,224.513846153846,0,0,10,3,12,8,6,0,0,14,0,0,7,0
"1909",2793,100,1,450.2664,51.7304,2.86,398.536,1,5,59,35,24,19,55,3,0,83,27,59,62,0
"1910",2794,1,0,540,0,8,540,0,0,1,0,2,1,1,0,1,1,0,1,1,0
"1911",2795,23,11,386.728260869565,1.87826086956522,3.30434782608696,384.85,0,2,14,7,0,14,22,0,2,12,0,13,15,0
"1912",2796,34,7,529.631470588235,143.566764705882,4.17647058823529,386.064705882353,0,2,25,7,0,22,22,0,5,41,2,20,42,0
"1913",2797,83,3,246.641084337349,66.4392771084337,3.75903614457831,180.201807228916,1,6,39,37,12,25,71,0,0,86,0,23,53,0
"1914",2798,57,25,190.721929824561,20.690350877193,1.33333333333333,170.031578947368,0,0,28,29,27,16,17,2,1,34,2,8,13,0
"1915",2799,46,7,287.652608695652,36.4097826086957,5.08695652173913,251.242826086957,0,4,24,18,18,35,40,2,21,36,0,36,51,0
"1916",2800,89,6,176.672247191011,30.6986516853933,1.7752808988764,145.973595505618,0,4,54,31,14,15,41,2,5,70,0,16,18,0
"1917",2802,78,6,248.530769230769,41.7482051282051,1.21794871794872,206.782564102564,1,8,11,58,51,14,25,0,2,11,1,6,36,0
"1918",2803,40,2,174.881,55.3625,2.275,119.5185,0,0,13,27,23,21,15,0,9,14,0,5,29,0
"1919",2805,2,0,259.8,115.8,8,144,0,0,2,0,2,2,2,0,2,2,0,2,4,0
"1920",2806,55,13,432.536,116.211090909091,3.43636363636364,316.324909090909,1,6,20,28,14,31,42,0,0,30,2,30,49,0
"1921",2807,17,1,377.945882352941,40.5117647058823,3.82352941176471,337.434117647059,1,2,13,1,2,9,11,1,5,20,2,10,12,0
"1922",2808,31,11,484.045483870968,46.0135483870968,4,438.031935483871,0,6,17,8,0,17,30,0,7,20,0,23,26,0
"1923",2810,56,4,210.274642857143,29.06375,1.80357142857143,181.210892857143,1,8,7,40,8,4,43,0,0,21,0,9,9,0
"1924",2811,49,5,390.158163265306,58.3981632653061,3.63265306122449,331.76,1,5,31,12,0,7,35,0,13,51,6,37,41,0
"1925",2813,26,0,340.588461538462,66.2346153846154,4.84615384615385,274.353846153846,0,0,19,7,12,14,20,0,14,30,0,5,38,0
"1926",2814,27,5,261.133703703704,53.3274074074074,2.44444444444444,207.806296296296,0,1,16,10,7,9,13,0,3,18,1,11,17,0
"1927",2815,18,3,299.040555555555,83.8777777777778,4.16666666666667,215.162777777778,1,1,5,11,14,7,15,2,2,4,0,9,10,0
"1928",2816,90,0,291.178888888889,27.7535555555556,3.58888888888889,263.425333333333,1,0,73,16,8,44,61,1,0,112,0,67,60,0
"1929",2817,30,9,350.796666666667,63.9223333333333,4.3,286.874333333333,1,2,16,11,0,23,27,2,0,21,1,24,33,0
"1930",2819,36,2,178.544444444445,60.0491666666667,2.66666666666667,118.495277777778,0,0,11,25,19,19,13,0,3,21,0,18,26,0
"1931",2822,2,1,295,0,4.5,295,0,0,1,1,0,0,2,0,1,2,0,2,2,0
"1932",2823,42,6,144.59880952381,26.0835714285714,2.07142857142857,118.515238095238,1,0,6,35,0,7,22,0,6,24,0,22,6,0
"1933",2827,9,7,548.212222222222,220.287777777778,3.11111111111111,327.924444444444,2,0,0,7,0,3,4,0,0,1,0,1,0,0
"1934",2828,46,1,147.399130434783,48.8017391304348,2.30434782608696,98.5973913043478,0,0,9,37,0,3,39,0,3,29,0,1,21,0
"1935",2829,7,0,180.222857142857,66.1714285714286,2.57142857142857,114.051428571429,0,0,0,7,0,0,1,0,0,3,0,0,0,0
"1936",2830,12,4,158.243333333333,34.5691666666667,1.83333333333333,123.674166666667,0,1,1,10,0,1,4,0,0,7,0,4,1,0
"1937",2831,1,0,870,0,6,870,0,0,1,0,0,2,1,0,0,1,0,1,1,0
"1938",2837,4,3,177.66,80.3225,3,97.3375,0,0,0,4,0,0,1,0,0,1,0,1,0,0
"1939",2838,26,6,353.477307692308,50.3680769230769,1.23076923076923,303.109230769231,0,2,10,14,11,0,6,4,0,20,5,8,2,0
"1940",2840,12,1,522.555833333333,164.95,4.83333333333333,357.605833333333,1,0,5,6,0,7,10,1,2,11,1,15,14,0
"1941",2841,1,0,31.8,0,0,31.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"1942",2843,14,0,409.957142857143,80.0285714285714,2.78571428571429,329.928571428572,3,1,7,3,0,7,7,0,0,14,1,6,10,0
"1943",2844,48,14,417.078125,44.6616666666667,3.0625,372.416458333333,2,1,26,19,0,33,36,1,12,26,7,16,26,0
"1944",2846,4,2,1700.075,871.35,4.5,828.725,1,1,0,2,0,1,2,0,0,0,0,2,1,0
"1945",2847,17,1,484.278823529412,167.46,2.76470588235294,316.818823529412,4,4,0,9,0,4,14,1,0,1,0,8,8,0
"1946",2848,37,4,305.069189189189,87.922972972973,3.81081081081081,217.146216216216,1,2,25,9,4,20,22,3,5,42,0,15,38,0
"1947",2849,16,0,103.48,21.38375,1.3125,82.09625,0,0,10,6,0,2,6,0,0,18,2,4,0,0
"1948",2850,35,0,239.860857142857,27.2782857142857,1.85714285714286,212.582571428571,0,0,31,4,0,9,10,0,0,54,3,0,11,0
"1949",2851,9,3,367.188888888889,32.9333333333333,5.44444444444444,334.255555555556,0,0,6,3,0,3,8,0,7,8,0,9,15,0
"1950",2852,16,0,213.096875,40.455,2.25,172.641875,0,0,9,7,6,8,8,1,0,11,1,0,9,0
"1951",2854,3,3,353.453333333333,153.806666666667,4.66666666666667,199.646666666667,0,1,0,2,0,0,1,0,0,0,0,1,0,0
"1952",2855,1,0,145.32,0,0,145.32,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1953",2857,27,0,130.121111111111,33.6096296296296,2.2962962962963,96.5114814814815,0,0,15,12,12,3,13,0,5,31,3,4,6,0
"1954",2858,7,0,175.698571428571,11.0785714285714,1.57142857142857,164.62,0,0,7,0,2,1,1,0,1,11,0,0,1,0
"1955",2861,8,0,480.625,141.3,5.375,339.325,0,0,7,1,0,8,8,0,0,6,0,4,16,0
"1956",2862,9,0,115.703333333333,28.2622222222222,1.55555555555556,87.4411111111111,0,0,0,9,0,0,5,0,0,4,0,1,1,0
"1957",2864,5,0,47.162,3.332,2,43.83,0,0,0,5,0,0,5,0,0,0,0,5,0,0
"1958",2865,7,2,285.954285714286,23.1528571428571,6.71428571428571,262.801428571429,0,0,4,3,16,4,7,1,3,3,2,6,6,0
"1959",2867,3,0,170.426666666667,61.4133333333333,2.66666666666667,109.013333333333,0,0,0,3,0,0,1,0,0,1,0,1,0,0
"1960",2869,14,1,632.666428571429,279.6,3.71428571428571,353.066428571429,0,5,6,3,0,5,13,0,0,7,0,5,22,0
"1961",2870,30,9,636.060333333334,133.619666666667,2.03333333333333,502.440666666667,0,3,19,8,6,6,13,1,0,20,4,6,22,0
